2,ABBEVILLE,"'0J0",31.6002222222222,85.2383083333333
2,ADDISON,"'2A8",34.2171416666667,87.1581583333333
2,AKRON,"'AL03",32.8475,87.7138888888889
2,ALABASTER,"'EET",33.1777777777778,86.7832222222222
2,ALBERTVILLE,"'8A0",34.2291111111111,86.25575
2,"ALEXANDER CITY","'ALX",32.91475,85.9629444444444
2,ALICEVILLE,"'AIV",33.1067444444444,88.197175
2,ANDALUSIA,"'79J",31.3083611111111,86.3922222222222
2,ANNISTON,"'ANB",33.5881666666667,85.8581111111111
2,ARDMORE,"'1M3",34.9790833333333,86.8832777777778
2,ASHLAND/LINEVILLE,"'26A",33.2841972222222,85.8089652777778
2,ASHVILLE,"'AL60",33.8387097222222,86.2113652777778
2,ATMORE,"'0R1",31.0161388888889,87.44675
2,AUBURN,"'AUO",32.6151111111111,85.434
2,"BAY MINETTE","'1R8",30.8703333333333,87.8193333333333
2,"BAYOU LA BATRE","'5R7",30.45525,88.2111944444444
2,BESSEMER,"'EKY",33.3126111111111,86.9263055555556
2,BIRMINGHAM,"'BHM",33.5638888888889,86.7523055555556
2,BIRMINGHAM,"'AL40",33.5431619444444,86.9858277777778
2,BLOUNTSVILLE,"'AL29",34.1292638888889,86.6333266666667
2,BOAZ,"'8AL3",34.1417666666667,86.0885666666667
2,BREMEN,"'AL30",33.9908333333333,87.0777777777778
2,BREWTON,"'12J",31.0508333333333,87.0659722222222
2,BUTLER,"'09A",32.1193055555556,88.1274722222222
2,CAMDEN,"'61A",31.97975,87.3391111111111
2,"CEDAR BLUFF","'AL32",34.3225888888889,85.6437138888889
2,CENTRE,"'PYP",34.0899166666667,85.6100833333333
2,CENTRE,"'AL27",34.1056527777778,85.5657938888889
2,CENTREVILLE,"'0A8",32.9369388888889,87.0905472222222
2,CHAPMAN,"'5AL1",31.6807127777778,86.6819169444445
2,CHATOM,"'6AL6",31.3885833333333,88.0925833333333
2,CHATOM,"'5R1",31.4516668888889,88.1944266388889
2,CLANTON,"'02A",32.8504844722222,86.6114324722222
2,CLANTON,"'01AL",32.9459561111111,86.5138683333333
2,CLAYTON,"'11A",31.8833333333333,85.4852222222222
2,COLUMBIANA,"'1AL2",33.2471527777778,86.5979166666667
2,COURTLAND,"'9A4",34.6581583333333,87.3485580555556
2,CRAWFORD,"'AL51",32.4161111111111,85.2991666666667
2,CREOLA,"'15A",30.9091388888889,87.9963333333333
2,CULLMAN,"'CMD",34.2686944444444,86.8580277777778
2,DAPHNE,"'4AL3",30.5918055555556,87.8225833333333
2,"DAUPHIN ISLAND","'4R9",30.2604916666667,88.1274722222222
2,DECATUR,"'DCU",34.6540555555556,86.9453611111111
2,DEMOPOLIS,"'DYA",32.4638333333333,87.9540555555556
2,DOTHAN,"'DHN",31.3210277777778,85.4494722222222
2,"DOUBLE SPRINGS","'3M2",34.1442209722222,87.3278140277778
2,ELBA,"'14J",31.4100416666667,86.0903361111111
2,ELBERTA,"'7AL9",30.4692277777778,87.5439111111111
2,ELBERTA,"'AL08",30.4250083333333,87.5367055555556
2,ELBERTA,"'AL55",30.4418638888889,87.4638683333333
2,ENTERPRISE,"'EDN",31.2997222222222,85.8998333333333
2,EUFAULA,"'EUF",31.9513055555556,85.1289166666667
2,EUTAW,"'3A7",32.8204166666667,87.8650833333333
2,EVERGREEN,"'GZH",31.415,87.0433611111111
2,FAIRHOPE,"'CQF",30.4605,87.8770277777778
2,FAYETTE,"'M95",33.7091058333333,87.8152086111111
2,"FLAT ROCK","'4AL7",34.7447222222222,85.6898333333333
2,FLOMATON,"'0AL5",31.0322222222222,87.2527777777778
2,FLORALA,"'0J4",31.0424736111111,86.3115611111111
2,FLORENCE,"'0AL9",34.85,87.6325
2,FOLEY,"'NBJ",30.3903138611111,87.6315600833333
2,FOLEY,"'02AL",30.3714638888889,87.7644444444445
2,FOLEY,"'5R4",30.4276666666667,87.7009722222222
2,FOLEY,"'0AL1",30.4438888888889,87.6569444444444
2,"FORT DEPOSIT","'67A",31.9723708333333,86.5916413888889
2,"FORT PAYNE","'2AL5",34.3927777777778,85.665
2,"FORT PAYNE","'4A9",34.4736944444444,85.7213888888889
2,"FORT RUCKER/OZARK","'OZR",31.275775,85.71335
2,GADSDEN,"'GAD",33.9726488611111,86.0890834444444
2,GARDENDALE,"'AL18",33.6762147222222,86.8674938888889
2,GEIGER,"'AL43",32.9084625,88.3333666666667
2,GENEVA,"'33J",31.052625,85.8689444444445
2,GREENSBORO,"'7A0",32.6815402777778,87.6620691666667
2,GREENVILLE,"'68AL",31.8084,86.525
2,GREENVILLE,"'PRN",31.8456944444444,86.61075
2,GREENVILLE,"'71AL",31.8087861111111,86.523525
2,"GULF SHORES","'JKA",30.2896388888889,87.6717777777778
2,GUNTERSVILLE,"'8A1",34.4061891944444,86.2608702777778
2,GURLEY,"'AL10",34.6512008333333,86.4169316666667
2,HALEYVILLE,"'1M4",34.2803333333333,87.6004166666667
2,HAMILTON,"'HAB",34.1169444444444,87.9982222222222
2,HANCEVILLE,"'2AL7",34.0627777777778,86.7230555555556
2,HARPERSVILLE,"'AL92",33.3073338888889,86.4035897222222
2,HARTFORD,"'3AL1",31.0504166666667,85.6852777777778
2,HARTFORD,"'AL62",31.0829558333333,85.6835441666667
2,HARTSELLE,"'5M0",34.4082222222222,86.9329444444444
2,HARVEST,"'00AL",34.8648102777778,86.7702775
2,"HAZEL GREEN","'AL99",34.9807333333333,86.6840055555556
2,"HAZEL GREEN","'M38",34.916,86.6471111111111
2,"HAZEL GREEN","'8AL7",34.9804722222222,86.6923055555555
2,HEADLAND,"'0J6",31.3641388888889,85.3125277777778
2,HUNTSVILLE,"'AL93",34.8856433333333,86.7099977777778
2,HUNTSVILLE,"'MDQ",34.8593611111111,86.5575277777778
2,HUNTSVILLE,"'HSV",34.6371969444444,86.7750541666667
